[indx],Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store,wineName,wineVintage,TypeClassifier,url
71,2010 De Martino Legado Reserva Cabernet Sauvignon Malbec,Red,Blend,$13.99,De Martino Legado Reserva Cabernet Sauvignon Malbec 2010 - An Alluring Blend (http://www.reversewinesnob.com/2013/04/de-martino-legado-reserva-cabernet-malbec.html),Bulk Buy,8.3,9.0,Other,De Martino Legado Reserva Cabernet Sauvignon Malbec,2010,http://www.reversewinesnob.com/2013/04/de-martino-legado-reserva-cabernet-malbec.html,Red
72,2010 Gundlach Bundschu Mountain Cuvée,Red,Blend,$13.99,Gundlach Bundschu Mountain Cuvée 2010 - Guaranteed To Put A Smile on Your Face (http://www.reversewinesnob.com/2013/10/gundlach-bundschu-mountain-cuvee.html),Bulk Buy,8.3,9.0,Other,Gundlach Bundschu Mountain Cuvée,2010,http://www.reversewinesnob.com/2013/10/gundlach-bundschu-mountain-cuvee.html,Red
73,2010 Joel Gott 815 Cabernet Sauvignon,Red,Cabernet Sauvignon,$12.99,Joel Gott 815 Cabernet Sauvignon 2010 - Cola Lover's Delight (http://www.reversewinesnob.com/2013/08/joel-gott-815-cabernet-sauvignon.html),Bulk Buy,8.3,9.0,Other,Joel Gott 815 Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2013/08/joel-gott-815-cabernet-sauvignon.html,Red
74,2010 Kirkland Signature Rutherford Napa Valley Meritage,Red,Blend,$13.99,Kirkland Signature Rutherford Napa Valley Meritage 2010 - An Annual Bulk Buy (http://www.reversewinesnob.com/2012/06/kirkland-signature-rutherford-napa.html),Bulk Buy,8.3,9.0,Costco,Kirkland Signature Rutherford Napa Valley Meritage,2010,http://www.reversewinesnob.com/2012/06/kirkland-signature-rutherford-napa.html,Red
75,2010 La Massa Toscana,Red, Blend,$12.99,La Massa Toscana 2010 - Costco Week Wine #4 (http://www.reversewinesnob.com/2013/02/la-massa-toscana-2010-costco.html),Bulk Buy,8.3,9.0,Costco,La Massa Toscana,2010,http://www.reversewinesnob.com/2013/02/la-massa-toscana-2010-costco.html,Red
76,2010 La Mozza I Perazzi Morellino di Scansano,Red,Sangiovese,$13.99,La Mozza I Perazzi Morellino di Scansano 2010 - I Love It (http://www.reversewinesnob.com/2012/10/a-mozza-i-perazzi-morellino-di-scansano.html),Bulk Buy,8.3,9.0,Other,La Mozza I Perazzi Morellino di Scansano,2010,http://www.reversewinesnob.com/2012/10/a-mozza-i-perazzi-morellino-di-scansano.html,Red
77,2010 Michael David Winery 6th Sense Syrah,Red,Syrah,$12.99,Michael David Winery 6th Sense Syrah 2010 - Explosively Good (http://www.reversewinesnob.com/2013/09/michael-david-winery-6th-sense-syrah.html),Bulk Buy,8.3,9.0,Other,Michael David Winery 6th Sense Syrah,2010,http://www.reversewinesnob.com/2013/09/michael-david-winery-6th-sense-syrah.html,Red
78,2010 Michael David Winery Incognito White,White,Blend,$13.99,My New Favorite White Wine (http://www.reversewinesnob.com/2011/08/2010-michael-david-winery-incognito.html),Bulk Buy,8.3,9.0,Other,Michael David Winery Incognito White,2010,http://www.reversewinesnob.com/2011/08/2010-michael-david-winery-incognito.html,White
79,2010 Quinta de la Rosa douRosa Douro Red Wine,Red,Blend,$13.99,douRosa Douro Red Wine 2010 - The Douro Delivers Again (http://www.reversewinesnob.com/2013/06/dourosa-douro-red-wine.html),Bulk Buy,8.3,9.0,Other,Quinta de la Rosa douRosa Douro Red Wine,2010,http://www.reversewinesnob.com/2013/06/dourosa-douro-red-wine.html,Red
80,2010 Trimbach Riesling,White,Riesling,$13.99,Trimbach Riesling 2010 - A Beautiful Dry Riesling (http://www.reversewinesnob.com/2013/08/trimbach-riesling.html),Bulk Buy,8.3,9.0,Other,Trimbach Riesling,2010,http://www.reversewinesnob.com/2013/08/trimbach-riesling.html,White
81,2010 Vigilance Cimarron Lake County Red Wine,Red,Blend,$13.99,Vigilance Cimarron Lake County Red Wine 2010 - One Finely Crafted Cuvée (Bulk Buy) (http://www.reversewinesnob.com/2012/08/vigilance-cimarron-lake-county-red-wine.html),Bulk Buy,8.3,9.0,Other,Vigilance Cimarron Lake County Red Wine,2010,http://www.reversewinesnob.com/2012/08/vigilance-cimarron-lake-county-red-wine.html,Red
82,2011 Concha y Toro Serie Riberas Gran Reserva Ribera del Cachapoal Carmenere,Red,Carmenere,$12.99,Concha y Toro Gran Reserva Serie Riberas Carmenere 2011 - Mix It Up! (http://www.reversewinesnob.com/2013/12/concha-y-toro-gran-reserva-serie-riberas-carmenere.html),Bulk Buy,8.3,9.0,Other,Concha y Toro Serie Riberas Gran Reserva Ribera del Cachapoal Carmenere,2011,http://www.reversewinesnob.com/2013/12/concha-y-toro-gran-reserva-serie-riberas-carmenere.html,Red
83,2011 Concha y Toro Serie Riberas Gran Reserva Ribera del Tinguiririca Malbec,Red,Malbec,$12.99,"Concha y Toro Gran Reserva Serie Riberas Malbec 2011 - Smooth, Complex and Delicious (http://www.reversewinesnob.com/2013/08/concha-y-toro-gran-reserva-malbec.html)",Bulk Buy,8.3,9.0,Other,Concha y Toro Serie Riberas Gran Reserva Ribera del Tinguiririca Malbec,2011,http://www.reversewinesnob.com/2013/08/concha-y-toro-gran-reserva-malbec.html,Red
84,2011 Domingo Molina Hermanos Malbec-Tannat,Red,Blend,$12.99,"Hermanos Malbec Tannat 2011 - Malbec With A Deep, Dark And Delicious Twist (http://www.reversewinesnob.com/2013/05/hermanos-malbec-tannat.html)",Bulk Buy,8.3,9.0,Other,Domingo Molina Hermanos Malbec-Tannat,2011,http://www.reversewinesnob.com/2013/05/hermanos-malbec-tannat.html,Red
85,2011 Don & Sons Sonoma Signature Pinot Noir,Red,Pinot Noir,$13.99,Don & Sons Sonoma Signature Pinot Noir 2008 to 2011 Vertical Tasting - Consistently Delicious (http://www.reversewinesnob.com/2013/07/don-sons-sonoma-signature-pinot-noir.html),Bulk Buy,8.3,9.0,Other,Don & Sons Sonoma Signature Pinot Noir,2011,http://www.reversewinesnob.com/2013/07/don-sons-sonoma-signature-pinot-noir.html,Red
86,2011 Esporao Quinta Dos Murcas Assobio Douro,Red,Blend,$12.99,Esporao Assobio Douro 2011 - More Beautiful Than Ever (http://www.reversewinesnob.com/2014/07/esporao-assobio-douro.html),Bulk Buy,8.3,9.0,Other,Esporao Quinta Dos Murcas Assobio Douro,2011,http://www.reversewinesnob.com/2014/07/esporao-assobio-douro.html,Red
87,2011 Kirkland Signature Rutherford Napa Valley Meritage,Red,Meritage,$13.99,Kirkland Signature Rutherford Napa Valley Meritage 2011 - Make Mine A Meritage Wine #8 (http://www.reversewinesnob.com/2013/04/kirkland-signature-rutherford-napa-valley-meritage.html),Bulk Buy,8.3,9.0,Costco,Kirkland Signature Rutherford Napa Valley Meritage,2011,http://www.reversewinesnob.com/2013/04/kirkland-signature-rutherford-napa-valley-meritage.html,Red
88,2011 Murphy-Goode Liars Dice Zinfandel,Red,Zinfandel,$13.99,"Murphy-Goode Liars Dice Zinfandel 2011 - Yowza, This Is a Bold, Flavorful Wine! (http://www.reversewinesnob.com/2014/09/murphy-goode-liars-dice-zinfandel.html)",Bulk Buy,8.3,9.0,Other,Murphy-Goode Liars Dice Zinfandel,2011,http://www.reversewinesnob.com/2014/09/murphy-goode-liars-dice-zinfandel.html,Red
89, 2011 Nuraghe Crabioni Vermentino di Sardegna,White,Vermentino,$13.99,Excellent Italian Whites - Exploring the White Wines of Italy Including Two Bulk Buy Selections! (http://www.reversewinesnob.com/2013/05/excellent-italian-whites.html),Bulk Buy,8.3,9.0,Other,2011 Nuraghe Crabioni Vermentino di Sardegna,,http://www.reversewinesnob.com/2013/05/excellent-italian-whites.html,White
90,2011 Stadlmann Gruner Veltliner,White,Gruner Veltliner,$13.99,Gruner Love Featuring the Stadlmann Gruner Veltliner 2011 (http://www.reversewinesnob.com/2013/05/gruner-love-featuring-stadlmann-gruner-veltliner.html),Bulk Buy,8.3,9.0,Other,Stadlmann Gruner Veltliner,2011,http://www.reversewinesnob.com/2013/05/gruner-love-featuring-stadlmann-gruner-veltliner.html,White
91,2011 Trader Joe's Grand Reserve Lot 27 Napa Valley Meritage,Red,Meritage,$12.99,Trader Joe's Grand Reserve Napa Valley Meritage 2011 - Trader Joe's Top Picks Wine #13 (http://www.reversewinesnob.com/2014/05/trader-joes-grand-reserve-napa-valley-meritage.html),Bulk Buy,8.3,9.0,Trader Joe's,Trader Joe's Grand Reserve Lot 27 Napa Valley Meritage,2011,http://www.reversewinesnob.com/2014/05/trader-joes-grand-reserve-napa-valley-meritage.html,Red
92,2012 Columbia Crest Horse Heaven Hills H3 Cabernet Sauvignon,Red,Cabernet Sauvignon,$13.99,"Columbia Crest Horse Heaven Hills H3 Cabernet Sauvignon 2012 - Juicy, Dusty and Darn Good (http://www.reversewinesnob.com/2014/12/columbia-crest-horse-heaven-hills-h3-cabernet-sauvignon.html)",Bulk Buy,8.3,9.0,Costco,Columbia Crest Horse Heaven Hills H3 Cabernet Sauvignon,2012,http://www.reversewinesnob.com/2014/12/columbia-crest-horse-heaven-hills-h3-cabernet-sauvignon.html,Red
93,2012 Dona Paula Estate Black Edition Red Blend,Red,Blend,$12.99,Dona Paula Estate Black Edition Red Blend 2012 - Much More Than Malbec (http://www.reversewinesnob.com/2014/04/dona-paula-estate-black-edition-red-blend.html),Bulk Buy,8.3,9.0,Other,Dona Paula Estate Black Edition Red Blend,2012,http://www.reversewinesnob.com/2014/04/dona-paula-estate-black-edition-red-blend.html,Red
94,2012 Dr. Pauly-Bergweiler Dry Riesling,White,Riesling,$12.99,Dr. Pauly-Bergweiler Dry Riesling 2012 - Just What The Doctor Ordered (http://www.reversewinesnob.com/2014/12/dr-pauly-bergweiler-dry-riesling.html),Bulk Buy,8.3,9.0,Other,Dr. Pauly-Bergweiler Dry Riesling,2012,http://www.reversewinesnob.com/2014/12/dr-pauly-bergweiler-dry-riesling.html,White
95,2012 Edmeades Mendocino County Zinfandel,Red,Zinfandel,$12.79,Edmeades Mendocino County Zinfandel 2012 - Bring On The BBQ Sauce! (http://www.reversewinesnob.com/2014/08/edmeades-mendocino-county-zinfandel.html),Bulk Buy,8.3,9.0,Costco,Edmeades Mendocino County Zinfandel,2012,http://www.reversewinesnob.com/2014/08/edmeades-mendocino-county-zinfandel.html,Red
96,2012 Wysling Band of Sisters,White,Blend,$13.99,Wysling Band of Sisters 2012 - A Beautiful Rhone Blend (http://www.reversewinesnob.com/2014/02/wysling-band-of-sisters.html),Bulk Buy,8.3,9.0,Other,Wysling Band of Sisters,2012,http://www.reversewinesnob.com/2014/02/wysling-band-of-sisters.html,White
97,2013 Chateau de Trinquevedel Tavel Rosé,Rosé,Blend,$13.99,Chateau de Trinquevedel Tavel Rosé 2013 - A Serious Rosé From A Place Serious About Rosé (http://www.reversewinesnob.com/2014/11/chateau-de-trinquevedel-tavel-rose.html),Bulk Buy,8.3,9.0,Other,Chateau de Trinquevedel Tavel Rosé,2013,http://www.reversewinesnob.com/2014/11/chateau-de-trinquevedel-tavel-rose.html,Rosé
98,2013 La Reina Torrontes,White,Torrontes,$12.99,La Reina Torrontes 2013 - Summertime Sipping At Its Best (http://www.reversewinesnob.com/2014/04/la-reina-torrontes.html),Bulk Buy,8.3,9.0,Club W,La Reina Torrontes,2013,http://www.reversewinesnob.com/2014/04/la-reina-torrontes.html,White
99,2013 The Independent Wilson Vineyard Chenin Blanc,White,Chenin Blanc,$12.99,The Independent Chenin Blanc 2013 - Clean And Classy (http://www.reversewinesnob.com/2014/07/the-independent-chenin-blanc.html),Bulk Buy,8.3,9.0,Club W,The Independent Wilson Vineyard Chenin Blanc,2013,http://www.reversewinesnob.com/2014/07/the-independent-chenin-blanc.html,White
100,2009 Altovinum Calatayud Evodia,Red,Garnacha,$6.99,Simply Sublime at $6.99 (http://goo.gl/wfnoM),Bulk Buy,8.3,8.0,Costco,Altovinum Calatayud Evodia,2009,http://goo.gl/wfnoM,Red
101,2009 Bodegas San Valero Monte Ducay Reserva,Red,Blend,$6.99,Monte Ducay Reserva 2009 - Trader Joe's Strikes Again (http://www.reversewinesnob.com/2014/07/monte-ducay-reserva.html),Bulk Buy,8.3,8.0,Trader Joe's,Bodegas San Valero Monte Ducay Reserva,2009,http://www.reversewinesnob.com/2014/07/monte-ducay-reserva.html,Red
102,2009 Kirkland Signature Malbec,Red,Malbec,$7.99,Get It While You Can (http://goo.gl/KqS52),Bulk Buy,8.3,8.0,Costco,Kirkland Signature Malbec,2009,http://goo.gl/KqS52,Red
103,2009 Tractor Shed Red,Red,Blend,$7.99,"A Rich, Smooth and Savory Bulk Buy! (http://www.reversewinesnob.com/2012/01/tractor-shed-red-2009-rich-smooth-and.html)",Bulk Buy,8.3,8.0,Costco,Tractor Shed Red,2009,http://www.reversewinesnob.com/2012/01/tractor-shed-red-2009-rich-smooth-and.html,Red
104,2010 Banfi Col Di Sasso Toscana,Red,Blend,$7.99,Banfi Col Di Sasso Toscana 2010 - $8 Italian Reds Wine #1 Plus FREE SHIPPING from Marketview Liquor (http://www.reversewinesnob.com/2013/03/banfi-col-di-sasso-toscana.html),Bulk Buy,8.3,8.0,Other,Banfi Col Di Sasso Toscana,2010,http://www.reversewinesnob.com/2013/03/banfi-col-di-sasso-toscana.html,Red
105,2010 Campo Viejo Rioja Tempranillo,Red,Tempranillo,$7.99,Campo Viejo Rioja Tempranillo 2010 - Just Drink It (Bulk Buy!) (http://www.reversewinesnob.com/2012/05/campo-viejo-rioja-tempranillo-2010-just.html),Bulk Buy,8.3,8.0,Other,Campo Viejo Rioja Tempranillo,2010,http://www.reversewinesnob.com/2012/05/campo-viejo-rioja-tempranillo-2010-just.html,Red
106,2010 d'Arenberg The Stump Jump White McLaren Vale Adelaide Hills,White,Blend,$7.99,Spring Is In The Glass (Bulk Buy!) (http://www.reversewinesnob.com/2012/02/darenberg-stump-jump-white-2010-spring.html),Bulk Buy,8.3,8.0,Other,d'Arenberg The Stump Jump White McLaren Vale Adelaide Hills,2010,http://www.reversewinesnob.com/2012/02/darenberg-stump-jump-white-2010-spring.html,White
107,2010 Falesco Vitiano Rosso Umbria,Red,Blend,$7.99,Vitiano Rosso 2010 - $8 Italian Reds Wine #4 Plus Free Shipping From Marketview Liquor (http://www.reversewinesnob.com/2013/03/falesco-vitiano-rosso-umbria.html),Bulk Buy,8.3,8.0,Other,Falesco Vitiano Rosso Umbria,2010,http://www.reversewinesnob.com/2013/03/falesco-vitiano-rosso-umbria.html,Red
108,2010 Magnificent Wine Company House Red Wine,Red,Blend,$7.99,Magnificent Wine Company House Red Wine 2010 - Truth (http://www.reversewinesnob.com/2013/04/magnificent-wine-company-house-red-wine.html),Bulk Buy,8.3,8.0,Other,Magnificent Wine Company House Red Wine,2010,http://www.reversewinesnob.com/2013/04/magnificent-wine-company-house-red-wine.html,Red
109,2010 Quinta Do Portal Muros de Vinha Vinho Tinto,Red,Blend,$6.99,Muros de Vinha Vinho Tinto 2010 - A Gem (http://www.reversewinesnob.com/2014/05/muros-de-vinha-vinho-tinto.html),Bulk Buy,8.3,8.0,Costco,Quinta Do Portal Muros de Vinha Vinho Tinto,2010,http://www.reversewinesnob.com/2014/05/muros-de-vinha-vinho-tinto.html,Red
110,2010 Robert Mondavi Private Selection Meritage,Red,Blend,$7.99,An All American French Blend And A Bulk Buy! (http://www.reversewinesnob.com/2012/03/robert-mondavi-private-selection.html),Bulk Buy,8.3,8.0,Other,Robert Mondavi Private Selection Meritage,2010,http://www.reversewinesnob.com/2012/03/robert-mondavi-private-selection.html,Red
111,2010 Santa Julia [+] Malbec,Red,Malbec,$7.99,More Please! (Malbec Mania! Search For The Best Malbec Under $20) (http://www.reversewinesnob.com/2011/11/santa-julia-malbec-2010-more-please.html),Bulk Buy,8.3,8.0,Other,Santa Julia [+] Malbec,2010,http://www.reversewinesnob.com/2011/11/santa-julia-malbec-2010-more-please.html,Red
112,2010 Tormaresca Neprica,Red,Blend,$7.99,Tormaresca Neprica 2010 - $8 Italian Reds Wine #3 Plus Free Shipping From Marketview Liquor (http://www.reversewinesnob.com/2013/03/tormaresca-neprica-italian-reds.html),Bulk Buy,8.3,8.0,Other,Tormaresca Neprica,2010,http://www.reversewinesnob.com/2013/03/tormaresca-neprica-italian-reds.html,Red
113,2010 Vina Zaco Tempranillo,Red,Tempranillo,$7.99,Vina Zaco Tempranillo 2010 - Rich and Spicy Rioja (http://www.reversewinesnob.com/2013/09/vina-zaco-tempranillo.html),Bulk Buy,8.3,8.0,Costco,Vina Zaco Tempranillo,2010,http://www.reversewinesnob.com/2013/09/vina-zaco-tempranillo.html,Red
114,2011 Altovinum Evodia Old Vines Garnacha,Red,Garnacha,$7.99,Altovinum Evodia Old Vines Garnacha 2011 - Money (http://www.reversewinesnob.com/2013/05/altovinum-evodia-old-vines-garnacha.html),Bulk Buy,8.3,8.0,Other,Altovinum Evodia Old Vines Garnacha,2011,http://www.reversewinesnob.com/2013/05/altovinum-evodia-old-vines-garnacha.html,Red
115,2011 Berton Vineyard The Black Shiraz,Red,Shiraz,$7.49,Berton Vineyard The Black Shiraz 2011 - Trader Joe's Week Wine #1! (http://www.reversewinesnob.com/2013/06/berton-vineyard-black-shiraz-trader-joes.html),Bulk Buy,8.3,8.0,Trader Joe's,Berton Vineyard The Black Shiraz,2011,http://www.reversewinesnob.com/2013/06/berton-vineyard-black-shiraz-trader-joes.html,Red
116,2011 Beso de Vino Old Vine Garnacha,Red,Garnacha,$7.99,Beso de Vino Seleccion and Old Vine Garnacha - $8 Wonders (http://www.reversewinesnob.com/2014/11/beso-de-vino-seleccion-and-old-vine-garnacha.html),Bulk Buy,8.3,8.0,Other,Beso de Vino Old Vine Garnacha,2011,http://www.reversewinesnob.com/2014/11/beso-de-vino-seleccion-and-old-vine-garnacha.html,Red
117,2011 Chateau Mayne Guyon 2011,Red,Merlot,$7.99,Chateau Mayne Guyon 2011 - Trader Joe's Top Picks Wine #5 (http://www.reversewinesnob.com/2014/05/chateau-mayne-guyon.html),Bulk Buy,8.3,8.0,Trader Joe's,Chateau Mayne Guyon 2011,2011,http://www.reversewinesnob.com/2014/05/chateau-mayne-guyon.html,Red
118,2011 Coltibuono Cetamura Chianti,Red,Sangiovese,$7.99,Coltibuono Cetamura Chianti 2011 - $8 Italian Reds Wine #5 Plus Free Shipping From Marketview Liquor (http://www.reversewinesnob.com/2013/03/coltibuono-cetamura-chianti.html),Bulk Buy,8.3,8.0,Other,Coltibuono Cetamura Chianti,2011,http://www.reversewinesnob.com/2013/03/coltibuono-cetamura-chianti.html,Red
119,2011 Domaine du Tariquet Classic Cotes de Gascogne,White,Blend,$7.99,Domaine du Tariquet Classic Cotes de Gascogne 2011 - A Classic Summertime Sipper (http://www.reversewinesnob.com/2013/06/domaine-du-tariquet-classic-cotes-de-gascogne.html),Bulk Buy,8.3,8.0,Other,Domaine du Tariquet Classic Cotes de Gascogne,2011,http://www.reversewinesnob.com/2013/06/domaine-du-tariquet-classic-cotes-de-gascogne.html,White
120,2011 Esporao Monte Velho White,White,Blend,$7.99,Monte Velho White 2011 - A Summertime Slam Dunk (http://www.reversewinesnob.com/2013/04/monte-velho-white-2011-summertime.html),Bulk Buy,8.3,8.0,Other,Esporao Monte Velho White,2011,http://www.reversewinesnob.com/2013/04/monte-velho-white-2011-summertime.html,White
121,2011 Frisk Prickly Riesling,White,Riesling,$7.99,A Fabulously Flavorful and Fizzy Bulk Buy (http://www.reversewinesnob.com/2012/01/frisk-prickly-riesling-2011-fabulously.html),Bulk Buy,8.3,8.0,Costco,Frisk Prickly Riesling,2011,http://www.reversewinesnob.com/2012/01/frisk-prickly-riesling-2011-fabulously.html,White
122,2011 Gnarly Head Authentic White,White,Blend,$7.99,Gnarly Head Authentic White 2011 - Bold And Flavorful (http://www.reversewinesnob.com/2013/10/gnarly-head-authentic-white.html),Bulk Buy,8.3,8.0,Other,Gnarly Head Authentic White,2011,http://www.reversewinesnob.com/2013/10/gnarly-head-authentic-white.html,White
123,2011 Indaba Chenin Blanc,White,Chenin Blanc,$6.99,Indaba Chenin Blanc 2011 - A Steal At $7 (http://www.reversewinesnob.com/2013/01/indaba-chenin-blanc-2011-steal-at-7.html),Bulk Buy,8.3,8.0,Other,Indaba Chenin Blanc,2011,http://www.reversewinesnob.com/2013/01/indaba-chenin-blanc-2011-steal-at-7.html,White
124,2011 Kirkland Signature Cotes du Rhone Villages,Red,Blend,$6.99,Kirkland Signature Cotes du Rhone Villages 2011 - A Whole Lot of Complexity For $7 (http://www.reversewinesnob.com/2013/07/kirkland-signature-cotes-du-rhone-villages.html),Bulk Buy,8.3,8.0,Costco,Kirkland Signature Cotes du Rhone Villages,2011,http://www.reversewinesnob.com/2013/07/kirkland-signature-cotes-du-rhone-villages.html,Red
125,2011 Mulderbosch Cabernet Sauvignon Rosé,Rosé,Cabernet Sauvignon,$7.99,Mulderbosch Cabernet Sauvignon Rosé 2011 - A Perfect Wine For The Patio (Bulk Buy!) (http://www.reversewinesnob.com/2012/05/mulderbosch-cabernet-sauvignon-rose.html),Bulk Buy,8.3,8.0,Costco,Mulderbosch Cabernet Sauvignon Rosé,2011,http://www.reversewinesnob.com/2012/05/mulderbosch-cabernet-sauvignon-rose.html,Rosé
126,2011 Rio Madre Rioja Graciano,Red,Graciano,$7.99,Rio Madre Rioja Graciano 2011 - A Revelation From Rioja (http://www.reversewinesnob.com/2013/03/rio-madre-rioja-graciano.html),Bulk Buy,8.3,8.0,Other,Rio Madre Rioja Graciano,2011,http://www.reversewinesnob.com/2013/03/rio-madre-rioja-graciano.html,Red
127,2011 Trivento Reserve Malbec,Red,Malbec,$7.99,"Trivento Reserve Malbec 2011 - Your New Rich, Spicy and Smooth House Red (http://www.reversewinesnob.com/2013/02/trivento-reserve-malbec-2011-mendoza.html)",Bulk Buy,8.3,8.0,Other,Trivento Reserve Malbec,2011,http://www.reversewinesnob.com/2013/02/trivento-reserve-malbec-2011-mendoza.html,Red
